person_income;person_emp_exp;loan_amnt;loan_intent;loan_int_rate;loan_percent_income;cb_person_cred_hist_length;credit_score;previous_loan_defaults_on_file;loan_status;tenure
356380;2;28000;PERSONAL;1038;8;20;678;Yes;0;3
356380;5;97500;PERSONAL;751;27;60;705;No;1;5
356390;3;150000;MEDICAL;1402;42;80;621;No;1;6
356400;0;60750;DEBTCONSOLIDATION;849;17;20;573;Yes;0;9
356410;0;30000;EDUCATION;181;8;20;638;No;1;1
356430;0;80000;MEDICAL;89;22;30;625;Yes;0;3
356440;5;62500;DEBTCONSOLIDATION;1153;18;80;538;Yes;0;0
356450;3;20000;VENTURE;1316;6;30;542;No;0;3
356470;2;20000;HOMEIMPROVEMENT;1059;6;70;570;Yes;0;3
356480;18;77500;DEBTCONSOLIDATION;1101;22;160;759;No;0;4
356490;4;62500;VENTURE;1596;18;30;657;No;0;2
356490;6;80000;MEDICAL;1322;22;90;656;Yes;0;2
356500;14;50000;MEDICAL;1645;14;130;566;No;1;3
356510;16;80000;MEDICAL;1102;22;130;634;Yes;0;4
356530;1;80000;VENTURE;183;22;20;602;No;1;3
356540;0;56000;PERSONAL;1379;16;40;622;No;1;7
356550;9;80000;DEBTCONSOLIDATION;1273;22;100;658;No;0;4
356560;6;60000;PERSONAL;1411;17;40;673;No;1;1
356610;3;30000;VENTURE;1112;8;30;573;Yes;0;4
356610;16;40000;EDUCATION;849;11;130;619;No;1;6
356620;6;60000;EDUCATION;1563;17;100;683;No;0;5
356630;0;90000;MEDICAL;1101;25;20;579;No;1;10
356670;9;12000;MEDICAL;1242;3;150;641;Yes;0;3
356680;1;50000;VENTURE;1311;14;30;565;No;0;4
356710;8;62500;HOMEIMPROVEMENT;1101;18;80;614;Yes;0;2
356720;3;20000;MEDICAL;97;6;30;609;Yes;0;3
356740;8;14000;PERSONAL;79;4;80;683;Yes;0;4
356740;0;65000;EDUCATION;1411;18;80;583;No;1;5
356740;18;72000;DEBTCONSOLIDATION;1171;2;170;642;No;0;8
356740;5;100000;DEBTCONSOLIDATION;158;28;100;732;No;1;7
356740;4;144000;MEDICAL;157;4;40;643;No;1;4
356750;35;25000;HOMEIMPROVEMENT;1533;7;270;650;No;1;7
356750;0;75000;MEDICAL;1101;21;20;619;No;1;4
356760;4;80000;MEDICAL;1565;22;20;655;Yes;0;7
356770;1;10580;PERSONAL;1305;3;30;663;No;1;7
356770;8;15000;PERSONAL;1229;4;60;686;Yes;0;2
356770;0;42000;HOMEIMPROVEMENT;662;12;20;715;No;1;2
356790;1;74550;EDUCATION;1348;21;40;668;No;1;5
356810;3;130000;HOMEIMPROVEMENT;1446;36;20;600;No;1;6
356820;4;55000;DEBTCONSOLIDATION;976;15;40;571;Yes;0;4
356830;27;120000;MEDICAL;1101;34;160;645;Yes;0;5
356850;3;30000;EDUCATION;722;8;60;604;No;1;9
356850;2;53000;MEDICAL;1527;15;30;644;Yes;0;8
356870;5;60000;DEBTCONSOLIDATION;894;17;30;505;Yes;0;2
356870;0;88750;EDUCATION;89;25;30;580;Yes;0;6
356870;3;107500;DEBTCONSOLIDATION;751;3;100;633;No;1;5
356880;0;110000;PERSONAL;1171;31;40;603;No;1;3
356890;4;60000;MEDICAL;1502;17;40;664;No;1;6
356900;0;92500;DEBTCONSOLIDATION;1357;26;30;611;No;1;3
356920;31;50000;PERSONAL;1533;14;220;594;No;0;4
356930;1;50000;VENTURE;925;14;40;576;No;0;3
356970;22;68490;EDUCATION;826;19;180;655;No;0;4
356980;0;25000;EDUCATION;691;7;30;663;Yes;0;6
356990;0;60000;MEDICAL;1199;17;20;632;No;0;5
357020;3;55000;DEBTCONSOLIDATION;1109;15;30;545;Yes;0;5
357030;1;25000;VENTURE;1284;7;30;616;No;1;2
357040;1;62000;DEBTCONSOLIDATION;1523;17;40;635;Yes;0;2
357040;12;70000;MEDICAL;932;2;100;675;Yes;0;4
357040;1;150000;MEDICAL;100;42;30;609;No;1;3
357060;3;30000;EDUCATION;788;8;70;665;No;1;7
357060;2;100000;PERSONAL;1101;28;20;661;Yes;0;4
357070;0;120000;PERSONAL;1284;34;40;559;No;1;7
357130;4;40000;MEDICAL;996;11;30;657;No;1;2
357150;7;15000;VENTURE;157;4;60;721;No;1;2
357160;3;20000;EDUCATION;1316;6;30;548;Yes;0;6
357170;0;80000;VENTURE;89;22;20;640;Yes;0;5
357180;4;80000;PERSONAL;1101;22;30;631;Yes;0;5
357190;2;50000;VENTURE;1065;14;90;621;Yes;0;5
357190;9;90000;MEDICAL;1537;25;90;602;No;1;6
357220;4;18000;DEBTCONSOLIDATION;1323;5;50;558;No;1;8
357230;3;85000;MEDICAL;1355;24;30;593;No;1;6
357250;0;47660;MEDICAL;1241;13;50;632;No;0;0
357260;13;60000;MEDICAL;1596;17;130;653;No;0;5
357270;0;100000;DEBTCONSOLIDATION;100;28;40;624;No;1;2
357280;0;134670;HOMEIMPROVEMENT;1372;38;40;679;No;1;4
357310;3;100000;DEBTCONSOLIDATION;1677;28;100;681;No;1;4
357330;0;25000;PERSONAL;1099;7;30;603;Yes;0;3
357330;1;120000;MEDICAL;864;34;40;611;No;1;2
357340;2;40200;HOMEIMPROVEMENT;142;11;30;528;No;1;1
357360;3;40000;MEDICAL;1075;11;80;617;Yes;0;6
357360;4;50000;PERSONAL;1316;14;50;581;No;0;5
357380;19;54000;DEBTCONSOLIDATION;1037;15;150;662;Yes;0;3
357380;0;92740;DEBTCONSOLIDATION;1434;26;40;630;No;1;6
357470;4;30000;HOMEIMPROVEMENT;701;8;50;652;No;1;5
357500;0;100000;DEBTCONSOLIDATION;1827;28;40;582;No;1;6
357520;0;30000;HOMEIMPROVEMENT;200;8;20;538;No;1;5
357520;18;32500;PERSONAL;1472;9;160;687;No;0;6
357520;6;70850;DEBTCONSOLIDATION;707;2;80;674;No;0;9
357520;13;100000;DEBTCONSOLIDATION;1101;28;160;711;No;1;8
357540;1;25000;MEDICAL;1284;7;40;653;No;1;4
357540;18;40000;VENTURE;654;11;170;644;Yes;0;7
357560;4;72000;HOMEIMPROVEMENT;849;2;40;669;Yes;0;4
357560;8;80000;EDUCATION;1825;22;60;684;No;1;3
357570;0;88750;MEDICAL;1568;25;30;711;No;1;5
357580;2;20000;PERSONAL;1101;6;20;689;No;0;5
357580;1;60000;VENTURE;845;17;30;566;Yes;0;4
357590;0;31750;EDUCATION;603;9;40;494;Yes;0;7
357600;3;34000;HOMEIMPROVEMENT;1562;1;40;607;No;1;9
357600;0;60000;EDUCATION;788;17;30;625;No;1;6
357600;17;105000;PERSONAL;751;29;160;610;No;1;4
357640;4;40000;PERSONAL;1645;11;100;649;No;1;4
357640;4;70000;DEBTCONSOLIDATION;603;2;100;650;Yes;0;9
357650;3;23250;EDUCATION;1099;6;40;605;Yes;0;5
357650;2;40000;DEBTCONSOLIDATION;963;11;30;609;Yes;0;4
357660;17;40000;MEDICAL;1074;11;150;688;No;0;3
357660;3;62500;VENTURE;1287;17;90;603;Yes;0;6
357660;6;100000;PERSONAL;1269;28;100;532;No;1;8
357670;1;60260;PERSONAL;1431;17;40;605;No;1;2
357700;0;60000;VENTURE;1025;17;20;609;No;0;5
357700;6;100000;HOMEIMPROVEMENT;1299;28;60;540;No;1;0
357710;8;30000;VENTURE;79;8;90;658;Yes;0;5
357720;10;150000;PERSONAL;1348;42;80;580;No;1;5
357750;0;16750;PERSONAL;1521;5;20;621;No;1;2
357750;0;70000;MEDICAL;1261;2;20;583;No;1;3
357760;5;60000;MEDICAL;1349;17;30;635;No;1;5
357770;2;40000;MEDICAL;1502;11;40;697;No;1;10
357770;18;96000;MEDICAL;1349;27;160;634;No;1;10
357830;7;42000;MEDICAL;751;12;50;649;No;0;4
357840;8;35000;EDUCATION;1253;1;50;648;Yes;0;4
357900;0;68000;VENTURE;1059;19;20;608;No;0;7
357900;6;80000;MEDICAL;1101;22;20;700;Yes;0;6
357930;6;37000;PERSONAL;991;1;70;667;No;1;2
357930;3;112000;HOMEIMPROVEMENT;1114;31;40;708;No;1;7
357940;11;20000;PERSONAL;849;6;80;719;Yes;0;3
357940;0;50000;EDUCATION;692;14;30;665;No;1;4
357970;0;113250;DEBTCONSOLIDATION;991;32;30;527;No;1;10
357980;0;55000;PERSONAL;1323;15;20;651;Yes;0;6
357990;30;70000;PERSONAL;749;2;200;641;No;0;2
358000;28;30000;DEBTCONSOLIDATION;1249;8;140;692;No;1;2
358020;3;15000;DEBTCONSOLIDATION;1459;4;20;605;No;1;7
358040;2;64000;DEBTCONSOLIDATION;1595;18;40;676;No;1;2
358070;5;71250;MEDICAL;625;2;60;658;Yes;0;3
358100;2;10000;EDUCATION;617;3;40;636;No;0;2
358110;3;56310;MEDICAL;1393;16;40;656;No;1;3
358150;0;60000;MEDICAL;1339;17;40;671;No;0;5
358150;8;150750;HOMEIMPROVEMENT;1101;42;70;517;No;1;1
358190;2;62500;DEBTCONSOLIDATION;1099;17;20;667;No;0;0
358200;6;40000;VENTURE;1083;11;80;659;Yes;0;2
358200;1;60000;MEDICAL;1562;17;30;653;No;1;5
358220;0;74790;MEDICAL;1171;21;40;681;No;1;5
358220;0;120000;MEDICAL;1505;33;20;618;No;1;3
358240;31;25000;PERSONAL;1171;7;280;626;Yes;0;8
358240;4;40310;HOMEIMPROVEMENT;1619;11;40;653;No;1;10
358240;13;100000;VENTURE;1306;28;90;657;No;1;7
358280;2;40000;EDUCATION;1533;11;40;568;No;1;4
358290;0;60000;MEDICAL;1297;17;20;623;No;0;2
358290;4;77500;MEDICAL;1459;22;30;596;No;1;3
358290;0;120000;MEDICAL;666;33;40;489;No;1;5
358330;4;200000;HOMEIMPROVEMENT;1062;56;30;717;No;0;2
358350;1;40000;EDUCATION;542;11;20;607;No;0;3
358350;3;90000;EDUCATION;1101;25;40;629;Yes;0;3
358360;0;62500;PERSONAL;1607;17;30;645;No;1;5
358360;26;69790;PERSONAL;783;19;190;730;Yes;0;6
358380;0;60000;MEDICAL;1086;17;30;503;No;1;11
358450;1;20000;MEDICAL;849;6;20;688;Yes;0;4
358460;4;80000;VENTURE;751;22;70;636;Yes;0;4
358490;0;80000;MEDICAL;1372;22;20;646;Yes;0;5
358510;11;34790;VENTURE;1054;1;110;631;Yes;0;4
358510;0;87250;MEDICAL;1218;24;20;645;Yes;0;7
358530;3;60000;EDUCATION;1287;17;50;656;Yes;0;4
358550;9;20000;MEDICAL;888;6;70;549;No;0;6
358560;0;100000;EDUCATION;1862;28;40;685;No;1;4
358580;1;50000;VENTURE;1099;14;40;647;No;0;6
358580;11;50000;EDUCATION;1036;14;100;677;Yes;0;4
358590;3;90000;MEDICAL;1101;25;40;687;No;1;4
358590;0;100000;EDUCATION;1027;28;40;557;No;1;6
358600;5;10390;MEDICAL;865;3;60;651;No;0;5
358640;1;30000;MEDICAL;662;8;20;600;No;1;3
358650;3;92000;DEBTCONSOLIDATION;749;26;30;613;No;1;5
358660;5;50000;VENTURE;108;14;60;527;Yes;0;1
358660;0;80000;HOMEIMPROVEMENT;1242;22;20;628;No;1;2
358670;6;24230;MEDICAL;1676;7;70;624;No;1;3
358680;1;100000;EDUCATION;1732;28;40;637;No;1;4
358690;0;50000;EDUCATION;1099;14;40;625;Yes;0;4
358700;0;96000;EDUCATION;1037;27;30;673;No;1;6
358740;13;108000;HOMEIMPROVEMENT;963;3;100;723;No;1;9
358800;0;120000;PERSONAL;542;33;40;658;No;1;9
358810;0;62020;VENTURE;1518;17;50;565;No;0;5
358840;4;50000;MEDICAL;1388;14;50;627;Yes;0;6
358850;0;60000;VENTURE;599;17;30;524;Yes;0;2
358850;7;60000;PERSONAL;1558;17;80;578;No;1;2
358850;4;150000;MEDICAL;100;42;20;680;No;1;6
358860;1;60530;MEDICAL;916;17;20;678;No;0;8
358870;7;50000;PERSONAL;1599;14;70;650;Yes;0;4
358870;2;85630;MEDICAL;1133;24;20;573;Yes;0;3
358890;2;150000;EDUCATION;962;42;40;613;No;1;5
358990;1;55000;DEBTCONSOLIDATION;1298;15;20;575;Yes;0;9
359000;2;50000;DEBTCONSOLIDATION;157;14;30;667;No;1;6
359000;0;80000;DEBTCONSOLIDATION;988;22;20;656;Yes;0;7
359030;0;42000;PERSONAL;1199;12;30;554;Yes;0;4
359040;0;60000;VENTURE;1146;17;30;611;Yes;0;5
359050;3;40000;MEDICAL;1439;11;50;653;No;1;10
359060;4;25000;PERSONAL;676;7;20;549;Yes;0;11
359060;0;110000;MEDICAL;1422;31;20;585;No;1;2
359090;2;25000;DEBTCONSOLIDATION;676;7;20;636;Yes;0;6
359100;0;80000;MEDICAL;1693;22;30;570;No;1;5
359110;2;30000;EDUCATION;662;8;40;573;No;1;6
359110;0;50000;EDUCATION;1235;14;30;631;No;0;6
359110;4;66000;EDUCATION;1101;18;40;644;No;0;3
359110;0;89370;MEDICAL;1187;25;40;674;No;1;3
359120;1;16000;DEBTCONSOLIDATION;788;4;30;573;No;1;5
359120;4;40000;MEDICAL;1629;11;40;631;No;1;6
359130;0;100000;EDUCATION;1793;28;30;677;No;1;13
359170;0;64000;MEDICAL;894;18;40;615;Yes;0;2
359170;0;90000;MEDICAL;110;25;20;686;No;1;5
359180;0;33000;VENTURE;849;9;30;663;No;0;3
359190;0;42000;HOMEIMPROVEMENT;1101;12;20;637;No;1;7
359190;3;109920;PERSONAL;148;31;50;683;No;1;6
359210;0;60000;PERSONAL;788;17;20;583;No;1;2
359260;8;48000;VENTURE;1523;13;70;601;Yes;0;5
359280;3;10000;MEDICAL;1199;3;20;618;No;1;1
359300;4;40000;EDUCATION;1075;11;50;581;Yes;0;2
359300;3;64000;EDUCATION;1101;18;40;710;No;0;4
359310;3;72000;MEDICAL;1311;2;60;733;No;0;3
359330;6;110000;PERSONAL;849;31;20;572;No;1;4
359340;0;42000;MEDICAL;1202;12;30;626;No;1;9
359350;1;50000;EDUCATION;75;14;40;649;No;0;8
359360;1;100000;EDUCATION;80;28;20;621;Yes;0;7
359370;1;100000;VENTURE;749;28;20;608;No;1;3
359380;3;50000;VENTURE;1523;14;70;664;No;0;10
359390;6;64000;HOMEIMPROVEMENT;1629;18;20;511;No;1;7
359420;2;62500;VENTURE;1607;17;40;672;No;1;3
359420;5;70540;DEBTCONSOLIDATION;668;2;90;597;Yes;0;8
359440;2;30000;EDUCATION;662;8;30;666;No;1;1
359450;18;12000;VENTURE;1242;3;110;635;Yes;0;10
359450;1;105590;PERSONAL;94;29;50;644;No;1;5
359460;3;106210;PERSONAL;879;3;70;635;No;1;5
359510;0;110000;MEDICAL;1349;31;20;546;No;1;5
359580;11;20000;MEDICAL;1148;6;100;678;No;0;5
359600;0;30000;DEBTCONSOLIDATION;133;8;20;637;No;1;6
359600;4;80000;EDUCATION;1273;22;30;521;No;1;6
359620;8;24000;MEDICAL;1793;7;70;663;No;1;8
359640;16;72000;PERSONAL;1903;2;140;628;No;1;7
359640;0;115000;DEBTCONSOLIDATION;79;32;40;669;Yes;0;5
359680;9;100000;DEBTCONSOLIDATION;1375;28;80;662;No;1;6
359690;2;100000;EDUCATION;1649;28;20;638;Yes;0;3
359700;5;60000;VENTURE;1527;17;60;706;No;0;5
359730;7;150750;MEDICAL;1101;42;100;659;No;1;4
359750;1;33010;HOMEIMPROVEMENT;1337;9;40;606;No;1;5
359900;6;90000;HOMEIMPROVEMENT;654;25;90;619;No;1;5
359910;1;10000;MEDICAL;774;3;40;627;Yes;0;5
359940;3;25000;PERSONAL;948;7;30;588;No;0;4
359940;4;150570;MEDICAL;1076;42;70;580;No;1;5
359950;11;25000;PERSONAL;854;7;120;580;Yes;0;8
359950;4;100000;HOMEIMPROVEMENT;1356;28;60;653;No;1;6
359960;7;100000;MEDICAL;1595;28;90;680;No;1;3
360030;0;122500;VENTURE;1361;34;40;668;No;1;4
360070;2;40000;HOMEIMPROVEMENT;1454;11;30;653;No;1;5
360080;0;14940;PERSONAL;1413;4;30;680;No;1;5
360120;0;115000;VENTURE;1101;32;30;550;Yes;0;8
360130;3;40000;MEDICAL;1169;11;30;565;No;1;8
360170;4;47500;EDUCATION;1101;13;40;671;No;0;4
360190;4;25000;MEDICAL;1284;7;40;711;No;1;4
360220;10;48000;PERSONAL;1629;13;70;644;No;1;8
360220;4;100000;MEDICAL;1387;28;60;559;No;1;5
360280;4;40000;VENTURE;1101;11;70;640;Yes;0;4
360400;2;59500;VENTURE;766;17;20;623;Yes;0;5
360400;0;60000;HOMEIMPROVEMENT;1062;17;30;636;No;1;4
360430;10;30000;VENTURE;1178;8;90;602;Yes;0;4
360510;11;50000;DEBTCONSOLIDATION;1036;14;100;656;No;0;2
360530;0;120000;EDUCATION;1166;33;30;685;No;1;4
360540;0;64500;HOMEIMPROVEMENT;1101;18;30;637;No;1;6
360590;0;50000;EDUCATION;89;14;40;706;No;0;5
360640;8;50000;PERSONAL;1465;14;100;690;No;1;4
360700;8;132500;HOMEIMPROVEMENT;1758;37;60;644;No;1;1
360750;0;18000;MEDICAL;542;5;40;650;Yes;0;5
360780;8;54000;DEBTCONSOLIDATION;714;15;100;620;Yes;0;4
360820;2;16000;EDUCATION;1083;4;40;644;Yes;0;6
360900;34;25000;PERSONAL;1171;7;240;743;No;0;3
360930;3;100000;DEBTCONSOLIDATION;774;28;30;663;Yes;0;5
360980;0;100000;DEBTCONSOLIDATION;1811;28;40;710;No;1;6
361010;4;100000;HOMEIMPROVEMENT;1171;28;40;562;No;1;6
361020;1;50000;MEDICAL;1101;14;30;648;No;1;2
361070;13;10000;EDUCATION;749;3;90;614;Yes;0;3
361070;8;80000;MEDICAL;1311;22;90;663;No;1;6
361080;1;64000;EDUCATION;894;18;40;625;Yes;0;5
361160;9;50000;EDUCATION;1049;14;70;651;Yes;0;2
361190;1;90000;MEDICAL;1317;25;60;649;No;1;5
361230;1;100000;VENTURE;739;28;30;630;No;1;3
361240;1;60000;MEDICAL;1527;17;20;618;Yes;0;7
361290;0;25000;MEDICAL;1273;7;40;711;No;1;6
361300;0;80000;DEBTCONSOLIDATION;1442;22;40;607;No;1;3
361350;13;100000;EDUCATION;1183;28;50;607;No;1;3
361360;16;18000;VENTURE;737;5;110;685;Yes;0;7
361360;6;77500;MEDICAL;1186;21;50;640;No;0;4
361410;4;64800;HOMEIMPROVEMENT;1456;18;70;708;No;1;3
361500;11;19780;EDUCATION;836;5;90;611;Yes;0;7
361500;1;110000;MEDICAL;1214;3;40;584;No;1;4
361780;16;12500;HOMEIMPROVEMENT;1183;3;110;643;Yes;0;5
361820;3;88750;PERSONAL;1269;25;30;577;No;1;3
362000;20;34500;MEDICAL;80;1;170;652;Yes;0;4
362130;0;105000;EDUCATION;999;29;30;581;No;1;4
362230;1;85000;EDUCATION;1537;23;20;589;No;0;4
362290;11;12500;VENTURE;1183;3;150;655;No;0;5
362470;1;25000;PERSONAL;676;7;20;545;Yes;0;10
362540;0;100000;PERSONAL;1101;28;40;569;No;1;7
362540;5;101000;PERSONAL;1355;28;40;692;No;1;4
362600;0;28000;EDUCATION;743;8;40;667;Yes;0;4
362610;6;50000;PERSONAL;1596;14;70;723;No;1;6
362630;12;30000;EDUCATION;1253;8;50;693;No;0;4
362670;1;75000;DEBTCONSOLIDATION;1008;21;40;611;No;1;6
362780;4;60000;HOMEIMPROVEMENT;1335;17;40;640;No;1;6
362790;2;40000;VENTURE;945;11;30;669;No;0;6
362930;0;110000;DEBTCONSOLIDATION;1349;3;40;634;No;1;3
362980;2;22500;VENTURE;1273;6;40;633;No;0;7
363040;13;34910;VENTURE;1163;1;80;630;No;0;5
363180;0;99750;EDUCATION;1101;27;20;645;No;1;10
363220;8;70000;VENTURE;699;19;50;632;Yes;0;5
363280;11;50000;VENTURE;1036;14;70;650;No;0;7
363320;2;110000;VENTURE;1171;3;20;634;Yes;0;5
363520;3;88750;MEDICAL;1284;24;30;622;No;1;5
363530;6;45000;EDUCATION;1411;12;70;590;No;0;4
363620;12;70000;EDUCATION;100;19;70;693;No;1;3
363750;0;70000;EDUCATION;1422;19;30;624;No;1;4
363820;0;57750;DEBTCONSOLIDATION;542;16;30;660;No;1;3
364100;5;70000;EDUCATION;978;19;60;658;No;1;5
364300;0;30000;VENTURE;932;8;30;578;No;0;6
364340;7;170000;HOMEIMPROVEMENT;1299;47;20;724;No;1;5
364380;5;60000;VENTURE;1171;16;90;570;Yes;0;7
364390;1;120000;MEDICAL;932;33;40;661;No;1;4
364410;1;40000;MEDICAL;1632;11;40;585;No;1;4
364500;11;61500;VENTURE;1221;17;50;615;Yes;0;2
364500;6;100000;HOMEIMPROVEMENT;1266;27;50;634;No;1;3
364710;0;10000;MEDICAL;74;3;20;685;Yes;0;5
364710;6;20000;EDUCATION;542;5;50;586;Yes;0;2
364780;0;50000;DEBTCONSOLIDATION;1357;14;40;624;No;1;4
364860;0;48000;EDUCATION;1199;13;40;648;No;0;4
364880;6;49750;PERSONAL;1037;14;90;563;No;0;3
364890;0;120000;VENTURE;766;33;30;636;No;1;10
364890;11;141250;MEDICAL;1299;39;100;664;No;1;6
365000;10;70000;DEBTCONSOLIDATION;100;19;90;660;No;1;3
365010;1;30000;HOMEIMPROVEMENT;1221;8;40;675;No;1;7
365030;7;139000;HOMEIMPROVEMENT;894;38;80;703;Yes;0;5
365100;2;40000;EDUCATION;1419;11;30;657;No;1;5
365140;5;66000;MEDICAL;1533;18;80;694;No;1;3
365190;0;50000;EDUCATION;1326;14;40;476;Yes;0;6
365210;0;60000;PERSONAL;1361;16;40;611;No;0;7
365240;14;33000;EDUCATION;599;9;60;635;Yes;0;3
365260;13;61500;EDUCATION;1221;17;100;702;No;0;7
365290;6;150000;HOMEIMPROVEMENT;1062;41;20;634;Yes;0;7
365320;5;30000;PERSONAL;749;8;30;625;Yes;0;3
365320;0;36000;PERSONAL;599;1;20;650;No;0;5
365320;3;65500;VENTURE;79;18;100;613;No;0;5
365340;7;62500;DEBTCONSOLIDATION;1496;17;70;692;No;1;5
365350;14;50000;DEBTCONSOLIDATION;1114;14;170;687;Yes;0;11
365360;0;60000;HOMEIMPROVEMENT;1599;16;30;703;No;1;3
365380;4;27000;EDUCATION;1075;7;20;717;No;0;3
365380;27;100000;EDUCATION;1101;27;120;663;Yes;0;3
365430;3;33500;DEBTCONSOLIDATION;1472;9;20;681;Yes;0;3
365480;0;85000;DEBTCONSOLIDATION;1062;23;20;593;Yes;0;6
365670;15;90000;MEDICAL;1392;25;70;689;Yes;0;6
365720;13;77500;VENTURE;1101;21;170;611;No;1;5
365750;1;100000;PERSONAL;1531;27;70;657;No;1;5
365780;0;20000;VENTURE;1149;5;30;612;No;0;10
365780;2;50000;EDUCATION;1112;14;30;475;No;1;2
365780;2;60000;MEDICAL;1398;16;80;652;Yes;0;5
365790;7;77500;MEDICAL;962;21;40;709;No;0;5
365810;10;105000;VENTURE;894;29;80;572;Yes;0;5
365820;2;15000;HOMEIMPROVEMENT;1461;4;30;588;No;1;4
365880;3;49750;PERSONAL;1037;14;100;678;No;0;9
365880;0;63000;VENTURE;1322;17;30;637;Yes;0;10
365890;8;50000;HOMEIMPROVEMENT;1253;14;60;605;Yes;0;9
365910;2;20000;DEBTCONSOLIDATION;766;5;30;684;Yes;0;8
365910;9;92840;VENTURE;1163;25;90;543;No;1;9
365940;0;70000;MEDICAL;959;19;30;632;Yes;0;1
365940;13;140000;VENTURE;751;38;80;603;Yes;0;5
366010;1;36000;PERSONAL;1417;1;30;619;No;0;3
366110;10;60000;PERSONAL;1323;16;100;659;Yes;0;6
366170;2;60000;EDUCATION;1171;16;30;609;No;0;3
366180;3;20000;MEDICAL;1038;5;30;619;Yes;0;6
366180;0;100000;PERSONAL;1148;27;40;597;No;1;5
366190;0;80000;MEDICAL;1442;22;30;540;No;1;6
366200;0;52120;PERSONAL;1729;14;40;584;No;1;9
366200;0;152500;HOMEIMPROVEMENT;654;42;30;676;Yes;0;6
366210;3;35000;VENTURE;1101;1;20;657;Yes;0;5
366240;10;120000;DEBTCONSOLIDATION;89;33;80;617;No;1;4
366250;9;42000;VENTURE;797;11;80;669;Yes;0;5
366270;0;30000;PERSONAL;1092;8;20;588;Yes;0;2
366320;0;40000;VENTURE;1074;11;40;631;No;0;2
366330;0;42000;MEDICAL;1599;11;30;638;Yes;0;4
366330;5;52000;PERSONAL;542;14;70;583;Yes;0;5
366380;11;100000;PERSONAL;1348;27;80;524;No;1;6
366420;3;80000;MEDICAL;1349;22;20;559;No;0;1
366420;8;100000;MEDICAL;963;27;100;648;Yes;0;7
366430;0;96000;MEDICAL;1491;26;40;584;No;1;3
366440;9;100000;VENTURE;823;27;90;616;Yes;0;6
366460;0;36000;VENTURE;648;1;30;561;Yes;0;5
366460;1;80000;MEDICAL;116;22;20;622;Yes;0;6
366500;0;80000;MEDICAL;1101;22;20;641;Yes;0;5
366510;0;100000;EDUCATION;1186;27;40;532;No;1;4
366520;0;35000;MEDICAL;1392;1;40;557;Yes;0;9
366530;5;60000;VENTURE;579;16;80;700;Yes;0;9
366530;3;80000;HOMEIMPROVEMENT;692;22;30;670;Yes;0;10
366550;17;40000;VENTURE;1799;11;150;705;No;1;3
366590;1;90000;DEBTCONSOLIDATION;1758;25;40;672;No;1;9
366600;6;100000;VENTURE;939;27;100;633;No;0;6
366610;1;60000;VENTURE;1322;16;30;653;No;0;2
366610;4;88750;EDUCATION;712;24;70;635;Yes;0;8
366690;6;100000;DEBTCONSOLIDATION;863;27;50;637;No;1;2
366700;8;38390;EDUCATION;1385;1;80;662;Yes;0;5
366730;0;64000;PERSONAL;1599;17;40;692;No;1;5
366730;4;70000;EDUCATION;692;19;80;644;No;0;7
366770;1;10000;EDUCATION;963;3;30;514;Yes;0;7
366770;0;35000;VENTURE;1101;1;40;600;Yes;0;9
366770;9;75000;EDUCATION;1101;2;60;673;No;1;1
366790;2;30000;DEBTCONSOLIDATION;653;8;60;658;Yes;0;3
366790;0;40000;MEDICAL;1606;11;20;672;No;1;5
366800;0;50000;DEBTCONSOLIDATION;766;14;40;696;Yes;0;1
366800;0;50000;VENTURE;859;14;20;632;Yes;0;7
366810;1;24000;HOMEIMPROVEMENT;1608;7;90;623;No;1;4
366840;7;75000;PERSONAL;1158;2;60;673;No;1;4
366870;7;44000;HOMEIMPROVEMENT;1199;12;50;619;No;1;8
366870;6;50000;PERSONAL;714;14;70;577;Yes;0;4
366880;13;60000;EDUCATION;849;16;70;625;Yes;0;4
366880;1;80000;HOMEIMPROVEMENT;617;22;20;640;No;0;4
366910;0;30000;MEDICAL;1186;8;40;655;Yes;0;5
366940;9;20930;HOMEIMPROVEMENT;948;6;60;640;No;1;3
366950;3;75000;EDUCATION;1114;2;40;659;Yes;0;2
366960;0;50000;VENTURE;1038;14;40;637;Yes;0;5
366970;1;197500;VENTURE;1114;54;40;660;No;1;6
366990;0;70000;DEBTCONSOLIDATION;1649;19;30;638;No;1;3
367010;1;40000;EDUCATION;1496;11;20;646;No;1;3
367020;0;30000;DEBTCONSOLIDATION;1929;8;20;659;No;1;2
367030;11;66250;PERSONAL;662;18;60;639;Yes;0;2
367030;5;148000;MEDICAL;1114;4;70;631;No;1;9
367050;4;25000;MEDICAL;1114;7;50;640;No;0;9
367100;5;40000;MEDICAL;1392;11;70;613;No;1;6
367110;7;29430;HOMEIMPROVEMENT;1053;8;70;657;Yes;0;6
367110;0;140000;MEDICAL;1126;38;30;554;No;1;4
367130;1;120000;EDUCATION;745;33;30;585;No;1;7
367140;0;40930;EDUCATION;142;11;40;513;Yes;0;3
367150;1;12000;DEBTCONSOLIDATION;1669;3;30;661;No;1;2
367150;13;50000;VENTURE;1361;14;110;602;Yes;0;7
367150;0;72000;MEDICAL;89;2;20;633;No;1;6
367160;0;71250;MEDICAL;751;19;40;576;No;1;7
367170;9;18000;EDUCATION;1484;5;50;694;No;0;4
